ID_Transacao,Numero_Cartao,Data_Transacao,Valor_Transacao,Local_Transacao,Tipo_Cartao,Idade_Titular,Tentativas_Autenticacao_Falhas,Fraude
74b19b0e-db6c-4dcb-8f37-5cf58c9975b7,4046638454482956,2024-07-17 16:05:27,3168.02,Martinfurt,Débito,60,2,0
dea4a84a-e0c1-4ff3-9d05-a50c70e6d117,4955797805928742,2024-06-18 08:03:51,2679.34,Kevinberg,Crédito,65,3,0
0e5b4670-8ab4-47bf-af2f-3387a0244a7d,180073749849823,2024-04-19 15:47:00,452.36,Lake Melanie,Crédito,28,3,0
d01f9983-5ae8-474f-86e3-1659143570e7,180071689292913,2024-02-26 15:21:23,4176.68,Campbellborough,Débito,68,4,0
7a38f2b3-448b-48d0-a5cd-d16a37c4ebd6,2273830935928024,2024-03-06 08:52:38,1604.58,North Theresa,Débito,64,4,0
eff50e81-3590-4e79-94b0-fcf45f6b00af,3521771055275705,2024-02-15 02:02:23,933.41,East Shannonchester,Crédito,74,1,0
d97ee641-4b29-48aa-b41c-8e50673df0f7,3565080922747384,2024-04-24 16:25:32,204.83,Lake Brandi,Crédito,40,1,0
3c661e2e-e3e5-43c7-8a9b-e47cb4c48086,676104987414,2024-07-22 08:47:22,2954.87,Leachhaven,Débito,72,0,0
42cfff1d-74d4-4adf-99c4-e4e4f2febf43,502045154809,2024-05-03 15:59:45,3388.14,Greenmouth,Crédito,33,4,0
16b03f14-3a75-464e-b2dc-40ea382afd86,30379068250937,2024-07-22 00:47:12,83.92,Port Christophertown,Débito,48,2,0
bfa38596-b146-4723-8dfe-80b593b92495,4141666502054403991,2024-01-17 23:26:02,2560.95,Susanfort,Débito,28,4,0
d0aa0671-6d16-4984-b639-79716e63a8c5,4454178723662042,2024-03-26 09:44:36,1133.25,Angelabury,Crédito,71,2,0
302f0518-2de5-4caf-bb21-e5fc996fecdd,30282846526851,2024-05-25 16:53:43,3226.22,Gabriellaville,Crédito,33,3,0
0bd3bf12-e969-49e2-828b-ed20b548a804,4466776079484,2024-05-09 21:32:42,872.66,Melissahaven,Crédito,25,4,0
0eb796ac-e400-4d15-91d3-93bdf1126744,6011345981517587,2024-06-09 17:04:51,3455.0,Hunterview,Débito,21,3,0
94b1e209-c497-4e42-b898-30114a929ecf,4584040884057,2024-04-25 02:30:27,1934.29,East Craig,Débito,57,1,0
c61f1817-ea81-4642-ae29-cdecd50b6492,4948277312092947440,2024-07-12 15:27:49,4683.71,East Brittany,Débito,21,1,0
eee82b1f-ecfe-4b33-88c0-4393c8acd5a6,30179525326266,2024-06-07 14:21:13,688.47,Kochshire,Débito,73,0,0
e01a3935-6e4d-47be-b873-e86efff70224,30031216918267,2024-03-07 16:09:16,1705.99,Port Barbara,Débito,42,4,0
d1fbf1ed-46a7-42de-8ef0-2ccc4fd3fc14,4790421940467735452,2024-08-09 09:11:05,568.25,Ashleyland,Crédito,20,3,0
6a9053a5-09e0-4c3e-9369-7d44b403a781,6539675960404495,2024-08-15 01:29:37,4623.54,Clarkmouth,Crédito,49,2,0
8ec4fdbe-ef47-4246-95b7-324e2eae4532,4933569904869474,2024-01-20 17:24:10,4386.82,East Destinychester,Crédito,20,1,0
2613c6e7-4c41-4fbe-bc6d-d5b66d4c22c5,3555682014364630,2024-01-26 18:14:04,1290.45,Lake Kari,Débito,44,1,0
29f406f7-dcc9-43ed-86f0-64abc99062b7,675908566317,2024-03-26 02:03:45,3300.26,Port Amanda,Débito,46,2,0
a29e45ef-41e1-43f0-8e1b-c8d469ba12b4,30316788493066,2024-07-01 03:22:57,4086.29,Munozberg,Crédito,49,3,0
28dd488d-db0b-42c8-9e12-f2f74a1bda13,38419346571449,2024-06-02 14:12:19,2776.45,North Samantha,Crédito,67,3,0
b9d7592b-bb54-4f50-8b95-dd33493ceb4b,3543674291483675,2024-05-24 07:23:15,2648.72,West Melissabury,Crédito,78,4,0
fbfa2dc2-b277-4334-9256-930b519a62b4,4108747156117375,2024-03-02 10:39:19,1210.02,Brianside,Crédito,75,4,0
b1eb14a8-aee0-4dd6-82f9-2d84d4a93cd4,6547796482144235,2024-04-15 06:52:14,466.42,Elizabethmouth,Débito,68,0,0
e3c67148-5ca0-4aeb-883d-a5a76535075c,4469017100085,2024-04-18 03:46:25,4486.18,West Tracy,Crédito,36,1,0
e76ad103-2597-493e-9987-b3abe5376b16,4211544762908,2024-06-24 13:17:50,4502.19,West Michael,Débito,38,4,0
dc2cf125-3d96-4313-bd3f-8f8cb5338d6f,6574935896155298,2024-01-06 14:13:36,3165.87,South Susanville,Crédito,22,3,0
a96f67dd-c85e-4b71-85ff-0613aca6ca48,6011406858480547,2024-01-02 07:01:00,1695.81,North Evanburgh,Débito,35,2,1
c0b31377-9fb0-42eb-9f50-1dae321b8a1c,4343515988254541,2024-02-19 16:50:43,1746.7,East Richardville,Débito,45,3,0
d76d7486-4740-4f50-bed0-075e4142190b,5318903888087740,2024-03-29 10:22:14,3630.05,Alyssaberg,Crédito,59,1,0
966930be-d838-472e-8291-4b0d8effe195,4369505567598652736,2024-01-30 10:29:47,4485.65,New Marvin,Crédito,78,3,0
3929f7e3-9f2d-49de-beed-e50f2b3c8908,3539652442680890,2024-03-27 15:10:44,4435.55,Mcclurechester,Débito,39,0,0
e9767be7-410b-466c-b5f7-d2fb1f13a1f5,4167518368020469,2024-04-19 06:21:48,3899.6,Leonstad,Crédito,38,1,0
